"SESSION_ID","CONSUMED_QUANTITY","DESCRIPTION"
41200000448,0.0000,LSHFO 0.5
41200000450,,ULSMGO 0.1
41200000450,,LSHFO 0.5
41200000452,,ULSMGO 0.1
41200000452,,LSHFO 0.5
41200000454,,ULSMGO 0.1
41200000454,,LSHFO 0.5
41200000467,,ULSMGO 0.1
41200000467,,LSHFO 0.5
41200000471,,ULSMGO 0.1
41200000471,0.5000,LSHFO 0.5
41200000478,,ULSMGO 0.1
41200000478,3.5000,LSHFO 0.5
41200000480,,ULSMGO 0.1
41200000480,9.0000,LSHFO 0.5
41200000490,,ULSMGO 0.1
41200000490,0.5000,LSHFO 0.5
41200000494,,ULSMGO 0.1
41200000494,,LSHFO 0.5
41200000500,,ULSMGO 0.1
41200000500,0.5000,LSHFO 0.5
41200000505,0.0000,ULSMGO 0.1
41200000505,7.0000,LSHFO 0.5
41200000507,,ULSMGO 0.1
41200000507,11.0000,LSHFO 0.5
41200000509,,ULSMGO 0.1
41200000509,2.0000,LSHFO 0.5
41200000516,,ULSMGO 0.1
41200000516,0.5000,LSHFO 0.5
41200000520,,ULSMGO 0.1
41200000520,,LSHFO 0.5
41200000523,,ULSMGO 0.1
41200000523,,LSHFO 0.5
41200000525,,ULSMGO 0.1
41200000525,,LSHFO 0.5
41200000527,,ULSMGO 0.1
41200000527,,LSHFO 0.5
41200000529,,ULSMGO 0.1
41200000529,,LSHFO 0.5
41200000533,,ULSMGO 0.1
41200000533,2.7500,LSHFO 0.5
41200000537,,ULSMGO 0.1
41200000537,,LSHFO 0.5
41200000542,,ULSMGO 0.1
41200000542,1.7500,LSHFO 0.5
41200000546,,ULSMGO 0.1
41200000546,5.5000,LSHFO 0.5
41200000548,,ULSMGO 0.1
41200000548,11.0000,LSHFO 0.5
41200000550,,ULSMGO 0.1
41200000550,5.3000,LSHFO 0.5
41200000556,,ULSMGO 0.1
41200000556,1.2000,LSHFO 0.5
41200000560,,ULSMGO 0.1
41200000560,,LSHFO 0.5
41200000564,,ULSMGO 0.1
41200000564,1.0000,LSHFO 0.5
41200000571,,ULSMGO 0.1
41200000571,,LSHFO 0.5
41200000573,,ULSMGO 0.1
41200000573,,LSHFO 0.5
41200000575,,ULSMGO 0.1
41200000575,,LSHFO 0.5
41200000579,,ULSMGO 0.1
41200000579,,LSHFO 0.5
41200000581,,ULSMGO 0.1
41200000581,,LSHFO 0.5
41200000583,,ULSMGO 0.1
41200000583,,LSHFO 0.5
41200000586,,ULSMGO 0.1
41200000586,,LSHFO 0.5
41200000591,,ULSMGO 0.1
41200000591,0.2000,LSHFO 0.5
41200000595,,ULSMGO 0.1
41200000595,0.3000,LSHFO 0.5
41200000597,,ULSMGO 0.1
41200000597,11.0000,LSHFO 0.5
41200000603,,ULSMGO 0.1
41200000603,0.5000,LSHFO 0.5
41200000607,,ULSMGO 0.1
41200000607,,LSHFO 0.5
41200000609,,ULSMGO 0.1
41200000609,,LSHFO 0.5
41200000611,,ULSMGO 0.1
41200000611,,LSHFO 0.5
41200000615,,ULSMGO 0.1
41200000615,1.0000,LSHFO 0.5
41200000632,,ULSMGO 0.1
41200000632,,LSHFO 0.5
41200000634,,ULSMGO 0.1
41200000634,,LSHFO 0.5
41200000639,,ULSMGO 0.1
41200000639,0.5000,LSHFO 0.5
41200000645,0.0000,ULSMGO 0.1
41200000645,0.0000,LSHFO 0.5
41200000649,,ULSMGO 0.1
41200000649,1.0000,LSHFO 0.5
41200000653,,ULSMGO 0.1
41200000653,6.0000,LSHFO 0.5
41200000658,0.0000,ULSMGO 0.1
41200000658,5.0000,LSHFO 0.5
41200000668,,ULSMGO 0.1
41200000668,1.0000,LSHFO 0.5
41200000672,,ULSMGO 0.1
41200000672,,LSHFO 0.5
41200000676,,ULSMGO 0.1
41200000676,0.1000,LSHFO 0.5
41200000682,,ULSMGO 0.1
41200000682,,LSHFO 0.5
41200000687,,ULSMGO 0.1
41200000687,,LSHFO 0.5
41200000692,,ULSMGO 0.1
41200000692,,LSHFO 0.5
41200000694,,ULSMGO 0.1
41200000694,10.0000,LSHFO 0.5
41200000697,,ULSMGO 0.1
41200000697,7.0000,LSHFO 0.5
41200000721,,ULSMGO 0.1
41200000721,1.2000,LSHFO 0.5
41200000725,,ULSMGO 0.1
41200000725,,LSHFO 0.5
41200000731,,ULSMGO 0.1
41200000731,0.8000,LSHFO 0.5
41200000737,0.0000,ULSMGO 0.1
41200000737,7.9000,LSHFO 0.5
41200000739,0.0000,ULSMGO 0.1
41200000739,10.8000,LSHFO 0.5
41200000741,,ULSMGO 0.1
41200000741,4.0000,LSHFO 0.5
41200000748,,ULSMGO 0.1
41200000748,0.5000,LSHFO 0.5
41200000756,,ULSMGO 0.1
41200000756,,LSHFO 0.5
41200000760,,ULSMGO 0.1
41200000760,,LSHFO 0.5
41200000762,,ULSMGO 0.1
41200000762,10.0000,LSHFO 0.5
41200000765,,ULSMGO 0.1
41200000765,9.2000,LSHFO 0.5
41200000773,,ULSMGO 0.1
41200000773,,LSHFO 0.5
41200000779,,ULSMGO 0.1
41200000779,,LSHFO 0.5
41200000795,,ULSMGO 0.1
41200000795,,LSHFO 0.5
41200000801,,ULSMGO 0.1
41200000801,,LSHFO 0.5
41200000805,,ULSMGO 0.1
41200000805,1.0000,LSHFO 0.5
41200000809,,ULSMGO 0.1
41200000809,9.0000,LSHFO 0.5
41200000811,,ULSMGO 0.1
41200000811,13.0000,LSHFO 0.5
41200000820,,ULSMGO 0.1
41200000820,5.0000,LSHFO 0.5
41200000832,,ULSMGO 0.1
41200000832,0.4000,LSHFO 0.5
41200000836,,ULSMGO 0.1
41200000836,,LSHFO 0.5
41200000847,,ULSMGO 0.1
41200000847,,LSHFO 0.5
41200000851,,ULSMGO 0.1
41200000851,0.4300,LSHFO 0.5
41200000855,,ULSMGO 0.1
41200000855,,LSHFO 0.5
41200000860,,ULSMGO 0.1
41200000860,0.2000,LSHFO 0.5
41200000866,,ULSMGO 0.1
41200000866,7.2200,LSHFO 0.5
41200000868,,ULSMGO 0.1
41200000868,11.0300,LSHFO 0.5
41200000870,,ULSMGO 0.1
41200000870,10.7800,LSHFO 0.5
41200000872,,ULSMGO 0.1
41200000872,11.0100,LSHFO 0.5
41200000875,,ULSMGO 0.1
41200000875,2.0600,LSHFO 0.5
41200000881,,ULSMGO 0.1
41200000881,0.1000,LSHFO 0.5
41200000885,,ULSMGO 0.1
41200000885,,LSHFO 0.5
41200000889,,ULSMGO 0.1
41200000889,,LSHFO 0.5
41200000894,0.0000,ULSMGO 0.1
41200000894,0.0000,LSHFO 0.5
41200000911,,ULSMGO 0.1
41200000911,,LSHFO 0.5
41200000913,,ULSMGO 0.1
41200000913,,LSHFO 0.5
41200000915,,ULSMGO 0.1
41200000915,11.0000,LSHFO 0.5
41200000931,0.0000,ULSMGO 0.1
41200000931,0.3000,LSHFO 0.5
41200001024,,ULSMGO 0.1
41200001024,0.1100,LSHFO 0.5
41200001028,,ULSMGO 0.1
41200001028,,LSHFO 0.5
41200001032,,ULSMGO 0.1
41200001032,0.2400,LSHFO 0.5
41200001036,,ULSMGO 0.1
41200001036,,LSHFO 0.5
41200001041,,ULSMGO 0.1
41200001041,0.2000,LSHFO 0.5
41200001045,,ULSMGO 0.1
41200001045,6.4000,LSHFO 0.5
41200001047,,ULSMGO 0.1
41200001047,11.0000,LSHFO 0.5
41200001049,,ULSMGO 0.1
41200001049,11.0000,LSHFO 0.5
41200001051,,ULSMGO 0.1
41200001051,10.0000,LSHFO 0.5
41200001071,,ULSMGO 0.1
41200001071,0.4000,LSHFO 0.5
41200001075,,ULSMGO 0.1
41200001075,,LSHFO 0.5
41200001080,,ULSMGO 0.1
41200001080,0.3000,LSHFO 0.5
41200001084,0.0000,ULSMGO 0.1
41200001084,0.0000,LSHFO 0.5
41200001088,,ULSMGO 0.1
41200001088,0.3000,LSHFO 0.5
41200001090,,ULSMGO 0.1
41200001090,10.9000,LSHFO 0.5
41200001092,,ULSMGO 0.1
41200001092,11.0000,LSHFO 0.5
41200001094,,ULSMGO 0.1
41200001094,10.9000,LSHFO 0.5
41200001096,,ULSMGO 0.1
41200001096,8.7000,LSHFO 0.5
41200001102,,ULSMGO 0.1
41200001102,1.4000,LSHFO 0.5
41200001106,,ULSMGO 0.1
41200001106,,LSHFO 0.5
41200001110,,ULSMGO 0.1
41200001110,0.2400,LSHFO 0.5
41200001126,,ULSMGO 0.1
41200001126,1.3000,LSHFO 0.5
41200001128,,ULSMGO 0.1
41200001128,10.8000,LSHFO 0.5
41200001130,,ULSMGO 0.1
41200001130,10.9000,LSHFO 0.5
41200001132,,ULSMGO 0.1
41200001132,10.8000,LSHFO 0.5
41200001134,,ULSMGO 0.1
41200001134,10.2000,LSHFO 0.5
41200001136,,ULSMGO 0.1
41200001136,2.1000,LSHFO 0.5
41200001142,,ULSMGO 0.1
41200001142,0.8000,LSHFO 0.5
41200001146,,ULSMGO 0.1
41200001146,,LSHFO 0.5
41200001150,,ULSMGO 0.1
41200001150,0.1700,LSHFO 0.5
41200001154,,ULSMGO 0.1
41200001154,,LSHFO 0.5
41200001159,,ULSMGO 0.1
41200001159,0.6000,LSHFO 0.5
41200001163,,ULSMGO 0.1
41200001163,1.8000,LSHFO 0.5
41200001165,,ULSMGO 0.1
41200001165,10.0000,LSHFO 0.5
41200001171,,ULSMGO 0.1
41200001171,0.2000,LSHFO 0.5
41200001175,,ULSMGO 0.1
41200001175,,LSHFO 0.5
41200001180,0.0000,ULSMGO 0.1
41200001180,0.7000,LSHFO 0.5
41200001196,,ULSMGO 0.1
41200001196,,LSHFO 0.5
41200001200,,ULSMGO 0.1
41200001200,0.4000,LSHFO 0.5
41200001204,,ULSMGO 0.1
41200001204,0.6200,LSHFO 0.5
41200001215,,ULSMGO 0.1
41200001215,2.2500,LSHFO 0.5
41200001221,,ULSMGO 0.1
41200001221,,LSHFO 0.5
41200001226,,ULSMGO 0.1
41200001226,0.1000,LSHFO 0.5
41200001230,0.0000,ULSMGO 0.1
41200001230,0.0000,LSHFO 0.5
41200001234,,ULSMGO 0.1
41200001234,0.6800,LSHFO 0.5
41200001239,,ULSMGO 0.1
41200001239,10.0000,LSHFO 0.5
41200001267,,ULSMGO 0.1
41200001267,1.9000,LSHFO 0.5
41200001274,,ULSMGO 0.1
41200001274,5.5600,LSHFO 0.5
41200001285,,ULSMGO 0.1
41200001285,,LSHFO 0.5
41200001289,,ULSMGO 0.1
41200001289,0.4500,LSHFO 0.5
41200001293,,ULSMGO 0.1
41200001293,9.7300,LSHFO 0.5
41200001295,,ULSMGO 0.1
41200001295,1.8000,LSHFO 0.5
41200001307,,ULSMGO 0.1
41200001307,1.2200,LSHFO 0.5
41200001311,,ULSMGO 0.1
41200001311,,LSHFO 0.5
41200001315,,ULSMGO 0.1
41200001315,1.1500,LSHFO 0.5
41200001319,,ULSMGO 0.1
41200001319,,LSHFO 0.5
41200001324,,ULSMGO 0.1
41200001324,0.1200,LSHFO 0.5
41200001329,,ULSMGO 0.1
41200001329,,LSHFO 0.5
41200001333,,ULSMGO 0.1
41200001333,0.6900,LSHFO 0.5
41200001340,0.0000,ULSMGO 0.1
41200001340,5.3000,LSHFO 0.5
41200001342,,ULSMGO 0.1
41200001342,7.3000,LSHFO 0.5
41200001416,,ULSMGO 0.1
41200001416,2.6600,LSHFO 0.5
41200001420,,ULSMGO 0.1
41200001420,9.0000,LSHFO 0.5
41200001422,,ULSMGO 0.1
41200001422,9.0000,LSHFO 0.5
41200001424,,ULSMGO 0.1
41200001424,2.0000,LSHFO 0.5
41200001428,,ULSMGO 0.1
41200001428,,LSHFO 0.5
41200001430,,ULSMGO 0.1
41200001430,,LSHFO 0.5
41200001432,,ULSMGO 0.1
41200001432,,LSHFO 0.5
41200001434,,ULSMGO 0.1
41200001434,,LSHFO 0.5
41200001436,,ULSMGO 0.1
41200001436,,LSHFO 0.5
41200001438,,ULSMGO 0.1
41200001438,,LSHFO 0.5
41200001442,,ULSMGO 0.1
41200001442,,LSHFO 0.5
41200001447,,ULSMGO 0.1
41200001447,,LSHFO 0.5
41200001477,,ULSMGO 0.1
41200001477,,LSHFO 0.5
41200001481,0.5000,ULSMGO 0.1
41200001481,,LSHFO 0.5
41200001486,,ULSMGO 0.1
41200001486,,LSHFO 0.5
41200001488,,ULSMGO 0.1
41200001488,,LSHFO 0.5
41200001490,,ULSMGO 0.1
41200001490,,LSHFO 0.5
41200001495,0.0000,ULSMGO 0.1
41200001495,5.0000,LSHFO 0.5
41200001499,,ULSMGO 0.1
41200001499,1.6800,LSHFO 0.5
41200001503,,ULSMGO 0.1
41200001503,9.5000,LSHFO 0.5
41200001509,,ULSMGO 0.1
41200001509,0.4000,LSHFO 0.5
41200001513,,ULSMGO 0.1
41200001513,,LSHFO 0.5
41200001517,,ULSMGO 0.1
41200001517,0.3000,LSHFO 0.5
41200001521,,ULSMGO 0.1
41200001521,,LSHFO 0.5
41200001526,,ULSMGO 0.1
41200001526,0.3000,LSHFO 0.5
41200001531,,ULSMGO 0.1
41200001531,5.0000,LSHFO 0.5
41200001533,,ULSMGO 0.1
41200001533,6.0000,LSHFO 0.5
41200001572,,ULSMGO 0.1
41200001572,4.0000,LSHFO 0.5
41200001576,,ULSMGO 0.1
41200001576,,LSHFO 0.5
41200001580,,ULSMGO 0.1
41200001580,0.5000,LSHFO 0.5
41200001584,,ULSMGO 0.1
41200001584,,LSHFO 0.5
41200001588,,ULSMGO 0.1
41200001588,0.4000,LSHFO 0.5
41200001592,,ULSMGO 0.1
41200001592,8.0000,LSHFO 0.5
41200001594,,ULSMGO 0.1
41200001594,1.6000,LSHFO 0.5
41200001601,,ULSMGO 0.1
41200001601,0.1000,LSHFO 0.5
41200001605,,ULSMGO 0.1
41200001605,,LSHFO 0.5
41200001607,,ULSMGO 0.1
41200001607,,LSHFO 0.5
41200001615,,ULSMGO 0.1
41200001615,0.1000,LSHFO 0.5
41200001619,,ULSMGO 0.1
41200001619,8.0000,LSHFO 0.5
41200001621,,ULSMGO 0.1
41200001621,7.0000,LSHFO 0.5
41200001623,,ULSMGO 0.1
41200001623,0.3000,LSHFO 0.5
41200001639,,ULSMGO 0.1
41200001639,,LSHFO 0.5
41200001643,0.0000,ULSMGO 0.1
41200001643,0.6000,LSHFO 0.5
41200001647,,ULSMGO 0.1
41200001647,,LSHFO 0.5
41200001657,,ULSMGO 0.1
41200001657,0.7000,LSHFO 0.5
41200001661,,ULSMGO 0.1
41200001661,7.0000,LSHFO 0.5
41200001667,,ULSMGO 0.1
41200001667,2.6000,LSHFO 0.5
41200001671,,ULSMGO 0.1
41200001671,,LSHFO 0.5
41200001675,,ULSMGO 0.1
41200001675,0.6000,LSHFO 0.5
41200001679,,ULSMGO 0.1
41200001679,10.0000,LSHFO 0.5
41200001682,,ULSMGO 0.1
41200001682,1.0000,LSHFO 0.5
41200001688,,ULSMGO 0.1
41200001688,0.1000,LSHFO 0.5
41200001692,,ULSMGO 0.1
41200001692,,LSHFO 0.5
41200001696,,ULSMGO 0.1
41200001696,0.2000,LSHFO 0.5
41200001701,,ULSMGO 0.1
41200001701,,LSHFO 0.5
41200001705,,ULSMGO 0.1
41200001705,0.1400,LSHFO 0.5
41200001710,,ULSMGO 0.1
41200001710,8.4900,LSHFO 0.5
41200001716,0.0000,ULSMGO 0.1
41200001716,0.1600,LSHFO 0.5
41200001720,,ULSMGO 0.1
41200001720,,LSHFO 0.5
41200001724,,ULSMGO 0.1
41200001724,0.5000,LSHFO 0.5
41200001730,,ULSMGO 0.1
41200001730,,LSHFO 0.5
41200001734,,ULSMGO 0.1
41200001734,0.4100,LSHFO 0.5
41200001738,,ULSMGO 0.1
41200001738,,LSHFO 0.5
41200001740,,ULSMGO 0.1
41200001740,,LSHFO 0.5
41200001742,,ULSMGO 0.1
41200001742,,LSHFO 0.5
41200001746,,ULSMGO 0.1
41200001746,7.7500,LSHFO 0.5
41200001750,,ULSMGO 0.1
41200001750,,LSHFO 0.5
41200001754,,ULSMGO 0.1
41200001754,7.8400,LSHFO 0.5
41200001758,,ULSMGO 0.1
41200001758,,LSHFO 0.5
41200001763,,ULSMGO 0.1
41200001763,0.1400,LSHFO 0.5
41200001767,,ULSMGO 0.1
41200001767,1.7100,LSHFO 0.5
41200001769,,ULSMGO 0.1
41200001769,11.1000,LSHFO 0.5
41200001772,,ULSMGO 0.1
41200001772,11.1000,LSHFO 0.5
41200001774,,ULSMGO 0.1
41200001774,11.2000,LSHFO 0.5
41200001778,,ULSMGO 0.1
41200001778,4.4300,LSHFO 0.5
41200001785,,ULSMGO 0.1
41200001785,0.1900,LSHFO 0.5
41200001789,,ULSMGO 0.1
41200001789,,LSHFO 0.5
41200001793,,ULSMGO 0.1
41200001793,0.1400,LSHFO 0.5
41200001804,,ULSMGO 0.1
41200001804,8.1200,LSHFO 0.5
41200001809,,ULSMGO 0.1
41200001809,9.7500,LSHFO 0.5
41200001813,,ULSMGO 0.1
41200001813,0.6000,LSHFO 0.5
41200001817,,ULSMGO 0.1
41200001817,,LSHFO 0.5
41200001819,,ULSMGO 0.1
41200001819,,LSHFO 0.5
41200001821,,ULSMGO 0.1
41200001821,,LSHFO 0.5
41200001823,,ULSMGO 0.1
41200001823,,LSHFO 0.5
41200001973,,ULSMGO 0.1
41200001973,,LSHFO 0.5
41200001975,,ULSMGO 0.1
41200001975,,LSHFO 0.5
41200001979,,ULSMGO 0.1
41200001979,,LSHFO 0.5
41200001983,,ULSMGO 0.1
41200001983,,LSHFO 0.5
41200001987,,ULSMGO 0.1
41200001987,0.1800,LSHFO 0.5
41200001991,,ULSMGO 0.1
41200001991,,LSHFO 0.5
41200002009,,ULSMGO 0.1
41200002009,9.5000,LSHFO 0.5
41200002011,,ULSMGO 0.1
41200002011,8.5000,LSHFO 0.5
41200002016,,ULSMGO 0.1
41200002016,1.5000,LSHFO 0.5
41200002020,,ULSMGO 0.1
41200002020,,LSHFO 0.5
41200002024,,ULSMGO 0.1
41200002024,0.2000,LSHFO 0.5
41200002028,,ULSMGO 0.1
41200002028,,LSHFO 0.5
41200002030,,ULSMGO 0.1
41200002030,5.7500,LSHFO 0.5
41200002039,,ULSMGO 0.1
41200002039,0.1200,LSHFO 0.5
41200002043,,ULSMGO 0.1
41200002043,,LSHFO 0.5
41200002048,,ULSMGO 0.1
41200002048,1.2000,LSHFO 0.5
41200002052,,ULSMGO 0.1
41200002052,,LSHFO 0.5
41200002056,,ULSMGO 0.1
41200002056,0.4000,LSHFO 0.5
41200002060,,ULSMGO 0.1
41200002060,3.0000,LSHFO 0.5
41200002062,,ULSMGO 0.1
41200002062,11.0000,LSHFO 0.5
41200002064,,ULSMGO 0.1
41200002064,10.0000,LSHFO 0.5
41200002070,,ULSMGO 0.1
41200002070,3.0000,LSHFO 0.5
41200002077,,ULSMGO 0.1
41200002077,0.3000,LSHFO 0.5
41200002082,,ULSMGO 0.1
41200002082,,LSHFO 0.5
41200002084,,ULSMGO 0.1
41200002084,,LSHFO 0.5
41200002089,,ULSMGO 0.1
41200002089,0.8000,LSHFO 0.5
41200002093,0.0000,ULSMGO 0.1
41200002093,0.0000,LSHFO 0.5
41200002097,,ULSMGO 0.1
41200002097,0.5000,LSHFO 0.5
41200002102,,ULSMGO 0.1
41200002102,4.5800,LSHFO 0.5
41200002104,,ULSMGO 0.1
41200002104,12.0000,LSHFO 0.5
41200002106,,ULSMGO 0.1
41200002106,10.0000,LSHFO 0.5
41200002108,,ULSMGO 0.1
41200002108,3.5000,LSHFO 0.5
41200002117,,ULSMGO 0.1
41200002117,0.5000,LSHFO 0.5
41200002121,,ULSMGO 0.1
41200002121,,LSHFO 0.5
41200002128,,ULSMGO 0.1
41200002128,0.1990,LSHFO 0.5
41200002133,,ULSMGO 0.1
41200002133,6.0000,LSHFO 0.5
41200002135,,ULSMGO 0.1
41200002135,11.0000,LSHFO 0.5
41200002137,,ULSMGO 0.1
41200002137,10.0000,LSHFO 0.5
41200002139,,ULSMGO 0.1
41200002139,9.0000,LSHFO 0.5
41200002153,,ULSMGO 0.1
41200002153,,LSHFO 0.5
41200002158,,ULSMGO 0.1
41200002158,0.2000,LSHFO 0.5
41200002162,,ULSMGO 0.1
41200002162,,LSHFO 0.5
41200002166,,ULSMGO 0.1
41200002166,0.3000,LSHFO 0.5
41200002170,,ULSMGO 0.1
41200002170,7.5000,LSHFO 0.5
41200002172,,ULSMGO 0.1
41200002172,10.0000,LSHFO 0.5
41200002176,,ULSMGO 0.1
41200002176,10.0000,LSHFO 0.5
41200002181,,ULSMGO 0.1
41200002181,8.5000,LSHFO 0.5
41200002187,,ULSMGO 0.1
41200002187,0.2500,LSHFO 0.5
41200002193,,ULSMGO 0.1
41200002193,,LSHFO 0.5
41200002198,,ULSMGO 0.1
41200002198,0.2500,LSHFO 0.5
41200002205,,ULSMGO 0.1
41200002205,,LSHFO 0.5
41200002209,,ULSMGO 0.1
41200002209,0.2000,LSHFO 0.5
41200002213,,ULSMGO 0.1
41200002213,9.8000,LSHFO 0.5
41200002215,,ULSMGO 0.1
41200002215,5.0000,LSHFO 0.5
41200002257,,ULSMGO 0.1
41200002257,0.2500,LSHFO 0.5
41200002262,,ULSMGO 0.1
41200002262,,LSHFO 0.5
41200002266,,ULSMGO 0.1
41200002266,0.5000,LSHFO 0.5
41200002270,,ULSMGO 0.1
41200002270,,LSHFO 0.5
41200002274,,ULSMGO 0.1
41200002274,0.2500,LSHFO 0.5
41200002278,,ULSMGO 0.1
41200002278,1.0000,LSHFO 0.5
41200002280,,ULSMGO 0.1
41200002280,10.0000,LSHFO 0.5
41200002282,,ULSMGO 0.1
41200002282,4.0000,LSHFO 0.5
41200002289,,ULSMGO 0.1
41200002289,0.5000,LSHFO 0.5
41200002293,,ULSMGO 0.1
41200002293,,LSHFO 0.5
41200002297,,ULSMGO 0.1
41200002297,0.5000,LSHFO 0.5
41200002301,,ULSMGO 0.1
41200002301,,LSHFO 0.5
41200002305,,ULSMGO 0.1
41200002305,0.2000,LSHFO 0.5
41200002309,0.0000,ULSMGO 0.1
41200002309,4.0000,LSHFO 0.5
41200002311,0.0000,ULSMGO 0.1
41200002311,8.0000,LSHFO 0.5
41200002313,0.0000,ULSMGO 0.1
41200002313,8.0000,LSHFO 0.5
41200002315,,ULSMGO 0.1
41200002315,4.0000,LSHFO 0.5
41200002321,,ULSMGO 0.1
41200002321,0.4000,LSHFO 0.5
41200002325,,ULSMGO 0.1
41200002325,,LSHFO 0.5
41200002329,,ULSMGO 0.1
41200002329,0.4000,LSHFO 0.5
41200002339,,ULSMGO 0.1
41200002339,,LSHFO 0.5
41200002343,,ULSMGO 0.1
41200002343,0.5000,LSHFO 0.5
41200002347,,ULSMGO 0.1
41200002347,5.0000,LSHFO 0.5
41200002349,,ULSMGO 0.1
41200002349,9.0000,LSHFO 0.5
41200002351,,ULSMGO 0.1
41200002351,9.0000,LSHFO 0.5
41200002353,,ULSMGO 0.1
41200002353,3.5000,LSHFO 0.5
41200002361,,ULSMGO 0.1
41200002361,0.2000,LSHFO 0.5
41200002365,,ULSMGO 0.1
41200002365,,LSHFO 0.5
41200002369,,ULSMGO 0.1
41200002369,0.3000,LSHFO 0.5
41200002373,,ULSMGO 0.1
41200002373,,LSHFO 0.5
41200002377,,ULSMGO 0.1
41200002377,0.2000,LSHFO 0.5
41200002381,,ULSMGO 0.1
41200002381,4.0000,LSHFO 0.5
41200002383,,ULSMGO 0.1
41200002383,8.0000,LSHFO 0.5
41200002389,,ULSMGO 0.1
41200002389,0.3000,LSHFO 0.5
41200002393,0.0000,ULSMGO 0.1
41200002393,0.0000,LSHFO 0.5
41200002397,,ULSMGO 0.1
41200002397,,LSHFO 0.5
41200002401,,ULSMGO 0.1
41200002401,0.2500,LSHFO 0.5
41200002405,,ULSMGO 0.1
41200002405,3.5000,LSHFO 0.5
41200002407,,ULSMGO 0.1
41200002407,10.0000,LSHFO 0.5
41200002409,,ULSMGO 0.1
41200002409,1.7500,LSHFO 0.5
41200002415,,ULSMGO 0.1
41200002415,0.5000,LSHFO 0.5
41200002419,,ULSMGO 0.1
41200002419,,LSHFO 0.5
41200002427,,ULSMGO 0.1
41200002427,,LSHFO 0.5
41200002431,,ULSMGO 0.1
41200002431,0.2000,LSHFO 0.5
41200002435,0.0000,ULSMGO 0.1
41200002435,10.0000,LSHFO 0.5
41200002437,0.0000,ULSMGO 0.1
41200002437,10.0000,LSHFO 0.5
41200002439,,ULSMGO 0.1
41200002439,9.0000,LSHFO 0.5
41200002445,,ULSMGO 0.1
41200002445,0.5000,LSHFO 0.5
41200002449,,ULSMGO 0.1
41200002449,,LSHFO 0.5
41200002453,,ULSMGO 0.1
41200002453,1.0000,LSHFO 0.5
41200002457,,ULSMGO 0.1
41200002457,,LSHFO 0.5
41200002461,,ULSMGO 0.1
41200002461,0.3000,LSHFO 0.5
41200002465,0.0000,ULSMGO 0.1
41200002465,8.5000,LSHFO 0.5
41200002467,,ULSMGO 0.1
41200002467,11.0000,LSHFO 0.5
41200002470,,ULSMGO 0.1
41200002470,10.0000,LSHFO 0.5
41200002476,,ULSMGO 0.1
41200002476,0.2500,LSHFO 0.5
41200002480,,ULSMGO 0.1
41200002480,,LSHFO 0.5
41200002484,,ULSMGO 0.1
41200002484,0.2500,LSHFO 0.5
41200002488,0.0000,ULSMGO 0.1
41200002488,0.0000,LSHFO 0.5
41200002492,,ULSMGO 0.1
41200002492,0.2500,LSHFO 0.5
41200002496,,ULSMGO 0.1
41200002496,10.0000,LSHFO 0.5
41200002498,,ULSMGO 0.1
41200002498,11.0000,LSHFO 0.5
41200002500,,ULSMGO 0.1
41200002500,11.0000,LSHFO 0.5
41200002502,,ULSMGO 0.1
41200002502,6.0000,LSHFO 0.5
41200002509,,ULSMGO 0.1
41200002509,0.2500,LSHFO 0.5
41200002513,,ULSMGO 0.1
41200002513,,LSHFO 0.5
41200002517,,ULSMGO 0.1
41200002517,0.3000,LSHFO 0.5
41200002521,,ULSMGO 0.1
41200002521,,LSHFO 0.5
41200002525,,ULSMGO 0.1
41200002525,,LSHFO 0.5
41200002529,,ULSMGO 0.1
41200002529,4.0000,LSHFO 0.5
41200002531,,ULSMGO 0.1
41200002531,11.0000,LSHFO 0.5
41200002533,,ULSMGO 0.1
41200002533,11.0000,LSHFO 0.5
41200002535,0.0000,ULSMGO 0.1
41200002535,11.0000,LSHFO 0.5
41200002539,,ULSMGO 0.1
41200002539,7.5000,LSHFO 0.5
41200002545,,ULSMGO 0.1
41200002545,0.5000,LSHFO 0.5
41200002549,,ULSMGO 0.1
41200002549,,LSHFO 0.5
41200002553,,ULSMGO 0.1
41200002553,0.1600,LSHFO 0.5
41200002557,,ULSMGO 0.1
41200002557,4.3000,LSHFO 0.5
41200002559,,ULSMGO 0.1
41200002559,8.3000,LSHFO 0.5
41200002565,,ULSMGO 0.1
41200002565,0.2300,LSHFO 0.5
41200002569,,ULSMGO 0.1
41200002569,,LSHFO 0.5
41200002573,,ULSMGO 0.1
41200002573,0.1700,LSHFO 0.5
41200002586,,ULSMGO 0.1
41200002586,11.0000,LSHFO 0.5
41200002588,,ULSMGO 0.1
41200002588,9.2500,LSHFO 0.5
41200002594,,ULSMGO 0.1
41200002594,0.5400,LSHFO 0.5
41200002598,,ULSMGO 0.1
41200002598,,LSHFO 0.5
41200002602,,ULSMGO 0.1
41200002602,0.0700,LSHFO 0.5
41200002606,,ULSMGO 0.1
41200002606,9.5000,LSHFO 0.5
41200002608,,ULSMGO 0.1
41200002608,11.9000,LSHFO 0.5
41200002610,,ULSMGO 0.1
41200002610,10.0000,LSHFO 0.5
41200002616,,ULSMGO 0.1
41200002616,0.2500,LSHFO 0.5
41200002620,,ULSMGO 0.1
41200002620,,LSHFO 0.5
